X,Y,OBJECTID,PLA_ID,PLA_REG_NUM,PLA_NAME,FAC_L_ADDR_1,FAC_L_CITY,FAC_L_STATE,FAC_L_ZIP5,PLA_NAC_CODE_PRIMARY,PLA_PRINCIPAL_PRODUCT,PLA_ICIS_ID,PLA_DESC,PCL_STATE_DESC,AIR_OP_STATUS,PCL_FED_DESC,Data_Disclaimer
-9047066.3738,4427885.0954,509,31339,11340,Musser Biomass and Wood Products LLC,200 Shoal Ridge Drive,Rural Retreat,VA,24368,321912,Lumber,VA0000005119700088,lumber preparation & sale,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8961961.1759,4452046.746,510,33582,21348,Carilion New River Valley Medical Center,2900 Lamb Cir,Christiansburg,VA,24073,622110,medical care,VA0000005112100088,n.gas/#2 oil boilers,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8696156.1693,4461527.235,511,34947,31024,Meherrin River Forest Products,2600 Hudson Way,Crewe,VA,23930,321113,,VA0000005113500036,wood products mfg,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8697729.1137,4741684.9769,512,30245,81276,Avient Corporation - Winchester Site,382 Arbor Ct,Winchester,VA,22602,325991,extrude plastic,VA0000005106900122,blowing agent mfg,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8806917.7268,4610905.4587,513,30402,80026,B&S Contracting - Augusta Plant,189 Luck Stone Road,Staunton,VA,24401,324121,asphalt,VA0000005101500004,paving mixtures,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8780819.5401,4589947.5976,514,30400,80480,American Hardwood Industries LLC,567 N Charlotte Ave,Waynesboro,VA,22980,321918,hardwood floors,VA0000005182000005,hardwood floors,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8753984.815,4571898.903,515,35224,40464,Augusta Lumber - North Garden,4307 Plank Rd,North Garden,VA,22959,321912,lumber,VA0000005100300059,sawmill planing mill,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8792814.8832,4592897.2679,516,30473,81156,Augusta Health Medical Center,78 Medical Center Drive,Fishersville,VA,22939,622110,Hospital,VA0000005101500113,Boiler/Generators,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8420623.5091,4547925.3399,517,39828,61492,Shore Crematory LLC,25046 Parksley Rd,Parksley,VA,23421,812210,human crematory,VA0000005100100044,human crematory,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8802434.1117,4594780.2867,518,31164,80884,Augusta Petroleum Cooperative Inc,650 Lee Jackson Hwy,Staunton,VA,24401,424710,bulk petro,VA0000005101500082,petroleum storage,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8798847.0638,4598592.9259,519,30474,80754,Augusta Cooperative Farm Bureau Inc,1205 B Richmond Rd,Staunton,VA,24401,311119,grain,VA0000005179000112,grain drying facility,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8715281.971,4724224.4562,520,31163,80941,Cardinal Energy Corporation,8209 Valley Pike,Middletown,VA,22645,518210,data center,VA0000005106900079,natural gas fired engines,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8778699.2378,4646536.6803,521,30456,81104,Kerry Harrisonburg,1711 N Liberty St,Harrisonburg,VA,22802,311942,seasonings,VA0000005166000130,food seasonings mfg,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8700978.7523,4744775.686,522,31171,81032,Apple Blossom Mall,1850 Apple Blossom Dr,Winchester,VA,22601,455110,shopping mall,VA0000005106900085,shopping mall,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8692173.158,4757866.0255,523,30304,81027,W-L Construction & Paving Inc - Clear Brook,660 Quarry Ln,Clear Brook,VA,22624,324121,Asphalt,VA0000005106900084,Asphalt Plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9018412.8013,4434544.9375,524,40052,11512,SVC Manufacturing Inc,316 Gator Ln,Wytheville,VA,23482,312112,Liquid Gatorade manfactur,VA0000005119700100,"Manuf. Bottling,warehouse",Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8757095.7982,4682203.7093,525,40081,81549,Echostar Broadcasting Corp - Quicksburg,335 Dish Drive,Quicksburg,VA,22847,334220,satellite television,VA0000005117100097,TV network dish,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8795999.6225,4607178.9228,526,30452,81343,Rice Tire,228 Lee Hwy,Verona,VA,24482,326212,retreads,VA0000005101500136,retreading facility,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8785490.0607,4619807.9027,527,30427,80979,Cerro Fabricated Products LLC - Weyers Cave,300 Triangle Dr,Weyers Cave,VA,24486,332112,forge machine,VA0000005101500086,foundry operations,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8719985.2195,4758891.0527,528,30227,80699,CED Enterprises Inc,221 Sand Mine Road,Gore,VA,22637,327999,cristobalite (silica),VA0000005106900056,a silica sand processing,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8765174.3649,4679152.3904,529,30347,80676,Rockydale Quarries Corp - Flat Rock Quarry,477 Limestone Road,Quicksburg,VA,22853,212319,crushed stone,VA0000005117100044,crushers/screens/conveyrs,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8850904.7331,4575258.0191,530,30376,80709,Stella-Jones Corporation,9223 Maury River Road,Goshen,VA,24439,321114,wood preserving,VA0000005116300033,wood preserving,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8792101.3253,4592844.9314,531,30472,81167,Blue Ridge Lumber,183 Mule Academy Rd,Fishersville,VA,22939,321918,lumber,VA0000005101500115,"millwork, logs & timbers",Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8778038,4651088.8901,532,30458,81103,Adams Construction Company,2862 Buttermilk Creek Road,Harrisonburg,VA,22802,324121,asphalt,VA0000005116500129,drum mix asphalt plant,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9139330.1941,4392410.3252,533,29597,10502,Becker Global America Inc,14660 Industrial Park Rd,Bristol,VA,24202,335313,metal pdts,VA0000005119100056,metal products,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9105285.1316,4390998.227,534,29671,10346,Washington County Public Schools/Holston High Scho,21308 Monroe Rd,Damascus,VA,24236,611110,education,VA0000005119100031,school coal-fired boilers,True Minor,Seasonal,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9125782.6121,4482671.2546,535,30039,11099,J M Bevins Elem - Buchanan Co,8668 State Creek Rd,Grundy,VA,24614,611110,education,VA0000005102700100,school coal-fired boilers,True Minor,Seasonal,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9132339.3301,4471829.6812,536,30005,10200,Jewell Coke Company LP,1034 Dismal River Road,Oakwood,VA,24631,324199,coke,VA0000005102700004,coke ovens/thermal dryer,Major,Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9132151.2002,4472144.2794,537,30085,10818,Dismal River Terminal,1748 Dismal River Rd,Oakwood,VA,24656,324199,coal prep,VA0000005102700071,coal and coke blending operations,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9114237.5564,4456322.957,538,30016,10905,Knox Creek Coal Corporation,Route 687,Richlands,VA,24614,212114,coal,VA0000005118500093,coal prep plant,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9147200.4821,4382966.5824,539,29669,11129,Line Power Manufacturing Corporation,115 Norfolk Ave,Bristol,VA,24201,335311,electrcl,VA0000005152000152,electrical switchgear,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9112237.1451,4448394.0385,540,30095,11050,"W-L Construction & Paving, Inc.",5060 Clarks Valley Rd,Swords Creek,VA,24260,324121,asphalt,VA0000005116711050,hot mix asphalt plant,Synthetic Minor,Seasonal,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9025138.6605,4431095.0564,541,31298,10555,Boxley Ready Mix LLC - Wytheville Concrete Plant,1050 Church St,Wytheville,VA,24382,327320,conc btchg,VA0000005119700015,concrete batching,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9133586.1084,4500643.9039,542,30202,10860,"Clintwood JOD, LLC",Rte 643,Hurley,VA,24620,212114,coal prep,VA0000005102700060,coal prep plant,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-9111737.9885,4450978.7658,543,30065,10264,Tazewell County Public Schools/Raven Elementary Sc,710 Bottom Rd,Raven,VA,24639,611110,education,VA0000005118500015,elem. sch - coal boiler,True Minor,Seasonal,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8892697.1869,4437317.9047,544,35486,30234,Turners Ready Mix,150 Cliff St,Rocky Mount,VA,24151,327320,concrete,VA0000005106700012,cement storage bin,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8891879.182,4395276.8096,545,34261,30255,Virginia Mirror Company Inc,300 S Moss St,Martinsville,VA,24112,327215,mirrors,VA0000005169000032,mfg mirrors,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8505826.5568,4447862.5211,546,30727,61133,TE Connectivity,1000 Lucas Way,Hampton,VA,23666,334419,Sm electrical sensor parts,VA0000005165000071,screen printers & vapor d,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8494641.5083,4407575.2306,547,32131,60149,IMTT-Virginia LLC - Chesapeake Terminal,2801 S Military Hwy,Chesapeake,VA,23323,493190,bulk terminal,VA0000005155000023,petroleum bulk storage,80% Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8490964.2815,4416072.2743,548,31493,60108,Colonna's Shipyard Inc,400 E Indian River Rd and 111 S Main St,Norfolk,VA,23523,336611,ship repair,VA0000005171000028,ship repair,Major (T5),Operating,Major/Potential Major,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8491707.9057,4412069.6283,549,32153,60864,Colonial Pipeline Company Norfolk,513 Barnes Rd,Chesapeake,VA,23324,486910,Pipleline Breakout Statio,VA0000005155000057,Pipleline Breakout Statio,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8484217.1059,4412305.2915,550,30609,60939,Maimonides Health Center of Virginia Beach,6401 Auburn Drive,Virginia Beach,VA,23464,623311,nurse home,VA0000005181000033,boilers,True Minor,Operating,True Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
-8941175.9345,4428366.8758,551,30803,20938,Hollingsworth & Vose,289 Parkview Rd,Floyd,VA,24091,313230,nonwoven fabrics,VA0000005106300004,nonwoven fabric productio,Synthetic Minor,Operating,Synthetic Minor,"In collaboration with various agencies and organizations, DEQ strives to deliver accurate, useful, and up-to-date information. While every effort is made to ensure the accuracy of the data, it is possible that errors may arise from the physical sources used in developing these resources. Users should be aware of potential limitations and take responsibility for how they use the information, considering factors such as potential errors, original map scale, collection methodology, and data currency. For accurate application, users should consult relevant federal, state, or local resource management officials. Please report any errors or omissions to DEQ via email or phone. By accessing DEQ data, you agree to the terms and conditions outlined above."
