OBJECTID,WA_WELEV,WA_SOURCE,WA_UPD_DATE,WA_TYPE,Shape_Length,Shape_Area,WA_LOUD_ID,agstype
79,507.8,3,2023/03/06 05:00:00+00,4,372.180176081652,9291.38291702046,0,4
80,539.6,3,2023/03/06 05:00:00+00,4,646.777896806178,24251.1090238959,0,4
81,492.1,3,2023/03/06 05:00:00+00,4,545.425654309552,14495.8200933652,0,4
82,401.1,3,2023/03/06 05:00:00+00,4,620.410659698938,18861.326664065,0,4
83,529.8,3,2023/03/06 05:00:00+00,4,192.154636805549,2723.14216113995,0,4
84,461.4,3,2023/03/06 05:00:00+00,4,218.901731943975,3434.9555777631,0,4
85,0,3,2023/03/06 05:00:00+00,1,45550.9733599911,578701.49370691,0,1
86,0,3,2023/03/06 05:00:00+00,1,1063.94459566182,14163.9488045782,0,1
87,0,3,2023/03/06 05:00:00+00,7,759.019670114827,28110.4793873623,3121,7
88,579.7,3,2023/03/06 05:00:00+00,4,1252.87128775099,71093.5888664742,0,4
89,756.5,3,2023/03/06 05:00:00+00,4,584.917945343624,20992.2483905292,0,4
90,674.7,3,2023/03/06 05:00:00+00,4,564.81950972375,10213.8430661203,0,4
91,625.6,3,2023/03/06 05:00:00+00,4,3102.96779249746,213813.164731429,0,4
92,607.4,3,2023/03/06 05:00:00+00,4,551.138105319151,16940.6733457321,0,4
93,648.8,3,2023/03/06 05:00:00+00,4,1058.23364441,55552.1929970776,0,4
94,527.4,3,2023/03/06 05:00:00+00,4,1359.21025719482,76204.5824434826,0,4
95,0,3,2023/03/06 05:00:00+00,1,1990.36990972934,24988.0951591045,0,1
96,0,3,2023/03/06 05:00:00+00,1,7313.94655284669,116464.611905476,0,1
97,0,3,2023/03/06 05:00:00+00,1,2565.75399044176,29237.3117139984,0,1
98,0,3,2023/03/06 05:00:00+00,1,3152.55958771362,30601.1152510409,0,1
99,0,3,2023/03/06 05:00:00+00,7,281.752232072868,5243.39739990385,3648,7
100,0,3,2023/03/06 05:00:00+00,7,322.610469927997,3900.3195832652,3718,7
101,0,3,2023/03/06 05:00:00+00,7,248.660174252233,3384.63472081602,4020,7
102,0,3,2023/03/06 05:00:00+00,7,217.972267913323,3646.7171346744,4046,7
103,0,3,2023/03/06 05:00:00+00,7,693.946167652534,32031.9456582697,3530,7
104,0,3,2023/03/06 05:00:00+00,7,452.143271538404,10215.8214998401,396,7
105,0,3,2023/03/06 05:00:00+00,11,608.088418330857,20881.043530575,0,11
106,410.9,3,2023/03/06 05:00:00+00,4,235.987588092543,3199.92613332794,1792,4
107,463.1,3,2023/03/06 05:00:00+00,4,642.326336806203,21754.6606979018,1800,4
108,478.2,3,2023/03/06 05:00:00+00,4,178.807976548993,2316.76353056441,0,4
109,447.1,3,2023/03/06 05:00:00+00,4,219.707484518673,1939.42093609344,0,4
110,444.3,3,2023/03/06 05:00:00+00,4,166.939949533051,1551.7414970753,0,4
111,494.3,3,2023/03/06 05:00:00+00,4,477.482353552124,15474.4127499839,3638,4
112,403.7,3,2023/03/06 05:00:00+00,4,496.643564144321,17307.5982751837,3641,4
113,363.8,3,2023/03/06 05:00:00+00,4,347.12693808446,5939.4930580174,3646,4
114,287.3,3,2023/03/06 05:00:00+00,4,255.675074166374,4737.12856940863,0,4
115,278.7,3,2023/03/06 05:00:00+00,4,269.720948302052,2371.19495001284,3719,4
116,368.1,3,2023/03/06 05:00:00+00,4,576.330463496318,13170.7650501723,3647,4
117,324.2,3,2023/03/06 05:00:00+00,4,171.925891398171,2099.15445537494,3832,4
118,272.2,3,2023/03/06 05:00:00+00,4,285.326061482868,4479.84887644151,0,4
119,280.9,3,2023/03/06 05:00:00+00,4,175.162418825788,2282.03736944962,3852,4
120,299.8,3,2023/03/06 05:00:00+00,4,128.582659985639,1145.02429033545,3855,4
121,389.1,3,2023/03/06 05:00:00+00,4,158.686359224991,1965.15362362829,0,4
122,468.9,3,2023/03/06 05:00:00+00,4,467.864539061523,16389.4575498889,0,4
123,439.6,3,2023/03/06 05:00:00+00,4,232.960664123373,3854.63806826897,0,4
124,457.2,3,2023/03/06 05:00:00+00,4,224.809964678363,3149.71166400949,0,4
125,483.8,3,2023/03/06 05:00:00+00,4,82.5657285031828,519.148611173812,0,4
126,272.8,3,2023/03/06 05:00:00+00,4,265.813868071324,5263.96613358676,0,4
127,460.6,3,2023/03/06 05:00:00+00,4,217.368584187698,3588.69196651008,3529,4
128,383.5,3,2023/03/06 05:00:00+00,4,445.257480821066,12797.5272943289,0,4
129,457.6,3,2023/03/06 05:00:00+00,4,395.616463924253,12179.5951002163,0,4
130,468.1,3,2023/03/06 05:00:00+00,4,132.573924605572,1297.24083458165,694,4
131,404.9,3,2023/03/06 05:00:00+00,4,619.585413602091,16546.9583915204,0,4
132,457.1,3,2023/03/06 05:00:00+00,4,458.715182927148,8423.63613055025,0,4
133,316.1,3,2023/03/06 05:00:00+00,4,167.558469632894,1939.94805422964,0,4
134,313.3,3,2023/03/06 05:00:00+00,4,229.9518462762,4104.01906930938,0,4
135,279.2,3,2023/03/06 05:00:00+00,4,1252.01984606407,74652.955616955,0,4
136,329.5,3,2023/03/06 05:00:00+00,4,266.930835612797,5350.54050116748,0,4
137,296.1,3,2023/03/06 05:00:00+00,4,285.327845049283,5550.90565391442,0,4
138,358.4,3,2023/03/06 05:00:00+00,4,303.276404433544,6649.17689460445,0,4
139,312.4,3,2023/03/06 05:00:00+00,4,3225.0633031238,440679.913560172,0,4
140,327.3,3,2023/03/06 05:00:00+00,4,299.362570484165,5307.12988601003,0,4
141,305.7,3,2023/03/06 05:00:00+00,4,440.872148388527,12833.5338322618,0,4
142,258.1,3,2023/03/06 05:00:00+00,4,925.943438714455,33468.8947385178,0,4
143,405.9,3,2023/03/06 05:00:00+00,4,617.13712467601,25644.5376834591,0,4
144,317.7,3,2023/03/06 05:00:00+00,4,229.825084055422,3473.11730374629,0,4
145,298.1,3,2023/03/06 05:00:00+00,4,262.425864585287,3800.20658899245,0,4
146,297.4,3,2023/03/06 05:00:00+00,4,381.91142482673,6557.65009417589,0,4
147,297.1,3,2023/03/06 05:00:00+00,4,307.502100600871,5446.83940957929,0,4
148,335.6,3,2023/03/06 05:00:00+00,4,1445.44078418259,114462.905446144,0,4
149,419.1,3,2023/03/06 05:00:00+00,4,373.327621460375,9654.35798909768,0,4
150,372.9,3,2023/03/06 05:00:00+00,4,474.698740367665,13143.3551130476,0,4
151,394.5,3,2023/03/06 05:00:00+00,4,355.184364916354,8959.20390431422,0,4
152,390.9,3,2023/03/06 05:00:00+00,4,268.917331498234,4503.86580393693,0,4
153,398.4,3,2023/03/06 05:00:00+00,4,104.058781910357,799.800630417064,0,4
154,392.1,3,2023/03/06 05:00:00+00,4,261.008537479869,5003.02668201789,0,4
155,276.5,3,2023/03/06 05:00:00+00,4,637.143854113753,12753.8216167081,0,4
156,234.1,3,2023/03/06 05:00:00+00,4,1970.88842752531,123741.762327153,0,4
157,459.3,3,2023/03/06 05:00:00+00,4,210.118388106384,2169.10963362293,0,4
158,433.7,3,2023/03/06 05:00:00+00,4,177.640539557942,2336.54795842128,0,4
159,441.3,3,2023/03/06 05:00:00+00,4,147.363351915367,982.759980482055,0,4
160,444.3,3,2023/03/06 05:00:00+00,4,226.128843690897,2748.6190085102,0,4
161,327.1,3,2023/03/06 05:00:00+00,4,781.137646485094,33372.6837306095,0,4
162,423.8,3,2023/03/06 05:00:00+00,4,676.864044309251,28737.7840446429,0,4
163,351.1,3,2023/03/06 05:00:00+00,4,877.937624831247,23960.8282208156,0,4
164,477.7,3,2023/03/06 05:00:00+00,4,229.384634428614,3768.96650015345,0,4
165,396.5,3,2023/03/06 05:00:00+00,4,678.346514755726,18726.6848734115,0,4
166,233.7,3,2023/03/06 05:00:00+00,4,224.579321133839,3842.516004273,0,4
167,440.9,3,2023/03/06 05:00:00+00,4,204.438890511619,2226.97360427204,0,4
168,415.7,3,2023/03/06 05:00:00+00,4,384.619992639343,10851.868258202,0,4
169,370.5,3,2023/03/06 05:00:00+00,4,407.878574480149,9789.17531534853,0,4
170,420.4,3,2023/03/06 05:00:00+00,4,127.674143911198,1205.54128757168,0,4
171,450.1,3,2023/03/06 05:00:00+00,4,366.281937041319,8799.77497497712,0,4
172,473.3,3,2023/03/06 05:00:00+00,4,387.656901164928,10846.6625836935,0,4
173,366.8,3,2023/03/06 05:00:00+00,4,1444.42034070936,70932.9499476478,0,4
174,428.7,3,2023/03/06 05:00:00+00,4,562.810876084237,19416.5846016961,0,4
175,476.3,3,2023/03/06 05:00:00+00,4,274.203849915687,4255.94447370604,0,4
176,429.8,3,2023/03/06 05:00:00+00,4,77.0967859554712,389.39351811004,0,4
177,469.7,3,2023/03/06 05:00:00+00,4,618.3812783028,23863.0177340254,0,4
178,426.6,3,2023/03/06 05:00:00+00,4,444.636019765452,11931.6094276063,0,4
179,453.5,3,2023/03/06 05:00:00+00,4,211.058917035196,3115.99110002434,0,4
180,432.7,3,2023/03/06 05:00:00+00,4,448.442325143437,12634.1107209211,0,4
181,419.9,3,2023/03/06 05:00:00+00,4,648.96978167096,30303.082395364,0,4
182,354.2,3,2023/03/06 05:00:00+00,4,1163.80160520356,28357.1465218936,0,4
183,408.2,3,2023/03/06 05:00:00+00,4,826.051333641298,41206.2561465744,0,4
184,418.2,3,2023/03/06 05:00:00+00,4,486.884601964086,10375.1946021022,0,4
185,447.2,3,2023/03/06 05:00:00+00,4,415.318659161143,11530.5398595765,0,4
186,461.5,3,2023/03/06 05:00:00+00,4,249.059954867175,3566.82587489822,0,4
187,456.7,3,2023/03/06 05:00:00+00,4,96.3150165175616,493.609029079447,0,4
188,451.9,3,2023/03/06 05:00:00+00,4,1319.30977756129,83031.4471889346,0,4
189,408.4,3,2023/03/06 05:00:00+00,4,736.928926016529,17652.0725277126,0,4
190,368.1,3,2023/03/06 05:00:00+00,4,628.228013947211,22162.212972236,0,4
191,394.9,3,2023/03/06 05:00:00+00,4,392.075447174058,8473.74508082655,0,4
192,379.3,3,2023/03/06 05:00:00+00,4,344.455984419031,7571.61700695613,0,4
193,467.1,3,2023/03/06 05:00:00+00,4,1746.46710664435,142835.521433035,0,4
194,478.1,3,2023/03/06 05:00:00+00,4,1317.12427728146,68354.9034238877,0,4
195,442.6,3,2023/03/06 05:00:00+00,4,185.760927494367,2158.38402755235,0,4
196,425.7,3,2023/03/06 05:00:00+00,4,234.119640907556,2327.15130561463,0,4
197,419.7,3,2023/03/06 05:00:00+00,4,870.994577454265,44609.6993245433,0,4
198,419.3,3,2023/03/06 05:00:00+00,4,820.31628947937,22879.450295826,0,4
199,381.3,3,2023/03/06 05:00:00+00,4,569.668684292957,17560.2262766611,0,4
200,445.1,3,2023/03/06 05:00:00+00,4,2713.37435833136,279552.788521649,0,4
201,384.6,3,2023/03/06 05:00:00+00,4,287.768108400588,6082.05284737424,0,4
202,216.1,3,2023/03/06 05:00:00+00,4,2208.44520751816,76009.5377569182,0,4
203,267.1,3,2023/03/06 05:00:00+00,4,98.4983498630779,647.863116652974,0,4
204,381.3,3,2023/03/06 05:00:00+00,4,268.418597347705,5249.8736037842,0,4
205,432.9,3,2023/03/06 05:00:00+00,4,177.785724140048,1757.11311371844,0,4
206,380.8,3,2023/03/06 05:00:00+00,4,1146.30583216082,60448.1650545519,0,4
207,387.1,3,2023/03/06 05:00:00+00,4,322.486937415016,6814.32666102288,0,4
208,444.2,3,2023/03/06 05:00:00+00,4,105.525811527548,858.976830562197,0,4
209,467.9,3,2023/03/06 05:00:00+00,4,158.614905285055,1512.63999568439,0,4
210,465.2,3,2023/03/06 05:00:00+00,4,394.437556962686,11015.2908848866,0,4
211,479.1,3,2023/03/06 05:00:00+00,4,249.752748369692,4642.15783207627,0,4
212,567.3,3,2023/03/06 05:00:00+00,4,141.903076604908,1473.41088071147,0,4
213,277.8,3,2023/03/06 05:00:00+00,4,524.683310344922,12207.0815751039,0,4
214,0,3,2023/03/06 05:00:00+00,11,205.343550909583,3022.08231370901,0,11
215,0,3,2023/03/06 05:00:00+00,11,286.665956882877,3250.87268239648,0,11
216,0,3,2023/03/06 05:00:00+00,1,16947.1179338543,156178.12053766,0,1
217,0,3,2023/03/06 05:00:00+00,1,1142.08283497635,8617.01150319714,0,1
218,0,3,2023/03/06 05:00:00+00,7,177.839391892147,2322.56934591915,0,7
219,0,3,2023/03/06 05:00:00+00,7,499.871097601376,17386.9104877532,0,7
220,0,3,2023/03/06 05:00:00+00,7,253.623164837066,4318.49157903156,0,7
221,0,3,2023/03/06 05:00:00+00,7,450.874478859481,13490.0698510779,0,7
222,0,3,2023/03/06 05:00:00+00,11,604.564496928681,13468.7765399894,0,11
223,0,3,2023/03/06 05:00:00+00,11,1078.32846436645,22023.0516921041,0,11
224,0,3,2023/03/06 05:00:00+00,11,539.925396472216,11763.4949053591,0,11
225,0,3,2023/03/06 05:00:00+00,11,596.058642546051,17944.2496881452,0,11
226,0,3,2023/03/06 05:00:00+00,11,919.918434822105,35199.8016087905,0,11
227,0,3,2023/03/06 05:00:00+00,11,196.72847449663,2868.79997774043,0,11
228,0,3,2023/03/06 05:00:00+00,11,496.121183180146,3896.75802417545,0,11
229,0,3,2023/03/06 05:00:00+00,11,244.657954174488,3505.94954315818,0,11
230,0,3,2023/03/06 05:00:00+00,11,803.636644683189,37311.4719370084,0,11
231,740.5,3,2023/03/06 05:00:00+00,4,424.739207662782,8734.6967889049,0,4
232,814.6,3,2023/03/06 05:00:00+00,4,201.476375805893,2833.95550989662,0,4
233,643.1,3,2023/03/06 05:00:00+00,4,130.099585904669,1114.49700003254,4300,4
234,738.8,3,2023/03/06 05:00:00+00,4,2382.83758032807,360002.011412846,4979,4
235,638.5,3,2023/03/06 05:00:00+00,4,314.030345405736,7077.16634870028,0,4
236,514.2,3,2023/03/06 05:00:00+00,4,534.94886104289,19583.7936538144,0,4
237,542.9,3,2023/03/06 05:00:00+00,4,207.423457407008,3067.21501966717,0,4
238,502.2,3,2023/03/06 05:00:00+00,4,582.535453376841,19343.7285516468,0,4
239,498.7,3,2023/03/06 05:00:00+00,4,401.987420349018,11292.1332930444,0,4
240,526.4,3,2023/03/06 05:00:00+00,4,164.820593368482,1944.20121542775,0,4
241,723.9,3,2023/03/06 05:00:00+00,4,200.692163595573,1836.42213478036,4263,4
242,564.3,3,2023/03/06 05:00:00+00,4,272.058768038225,4052.31202395961,0,4
243,756.3,3,2023/03/06 05:00:00+00,4,192.45616018048,2443.91172077928,3155,4
244,771.2,3,2023/03/06 05:00:00+00,4,120.373353831497,1044.95423042643,3454,4
245,763.6,3,2023/03/06 05:00:00+00,4,182.172906287587,2359.80340025168,3457,4
246,700.6,3,2023/03/06 05:00:00+00,4,245.798062188239,4428.76959284667,0,4
247,663.3,3,2023/03/06 05:00:00+00,4,430.040691293359,12390.7348527463,0,4
248,633.5,3,2023/03/06 05:00:00+00,4,296.436863840568,3687.2435386849,0,4
249,646.9,3,2023/03/06 05:00:00+00,4,770.517139984492,39048.2464907103,0,4
250,609.7,3,2023/03/06 05:00:00+00,4,388.099586288919,9882.41418226364,3411,4
251,654.6,3,2023/03/06 05:00:00+00,4,535.365357332346,16764.6961368516,2998,4
252,691.1,3,2023/03/06 05:00:00+00,4,200.760950580859,2859.18774825924,0,4
253,602.9,3,2023/03/06 05:00:00+00,4,266.346051809538,4925.43257465877,0,4
254,622.9,3,2023/03/06 05:00:00+00,4,462.419198632656,12779.4182291517,0,4
255,678.9,3,2023/03/06 05:00:00+00,4,772.49070744581,37869.0936296656,0,4
256,681.8,3,2023/03/06 05:00:00+00,4,1117.52638860659,70010.8065634246,0,4
257,659.4,3,2023/03/06 05:00:00+00,4,384.378621456762,6313.77136502609,0,4
258,510.6,3,2023/03/06 05:00:00+00,4,260.739820957124,3802.04474025391,0,4
259,538.1,3,2023/03/06 05:00:00+00,4,221.427641102296,3147.4597497599,3097,4
260,510.5,3,2023/03/06 05:00:00+00,4,791.4781833049,32823.3989622235,0,4
261,521.1,3,2023/03/06 05:00:00+00,4,344.560982983478,7209.73276505962,0,4
262,521.1,3,2023/03/06 05:00:00+00,4,482.244365087854,16627.0474792975,0,4
263,531.6,3,2023/03/06 05:00:00+00,4,250.615762283231,3709.89245017902,3106,4
264,541.9,3,2023/03/06 05:00:00+00,4,190.765815922247,2519.97185000418,3107,4
265,642.7,3,2023/03/06 05:00:00+00,4,236.505350815777,3868.55694312012,3205,4
266,677.8,3,2023/03/06 05:00:00+00,4,207.894446905065,2624.76837501685,3453,4
267,614.3,3,2023/03/06 05:00:00+00,4,343.201960942974,7892.63137914079,4548,4
268,555.5,3,2023/03/06 05:00:00+00,4,322.839775868761,4620.55344977591,0,4
269,558.1,3,2023/03/06 05:00:00+00,4,527.079332762467,20146.3524723494,0,4
270,558.1,3,2023/03/06 05:00:00+00,4,248.381035117974,4385.8708973726,0,4
271,703.2,3,2023/03/06 05:00:00+00,4,544.192244393409,21776.1316805273,0,4
272,575.1,3,2023/03/06 05:00:00+00,4,479.768010086515,13197.7185598348,4561,4
273,730.5,3,2023/03/06 05:00:00+00,4,597.105990657426,20003.4846499136,0,4
274,552.8,3,2023/03/06 05:00:00+00,4,241.723639467028,3775.59517621456,0,4
275,563.8,3,2023/03/06 05:00:00+00,4,370.015349079657,9065.63684852281,0,4
276,771.6,3,2023/03/06 05:00:00+00,4,521.757651129671,12740.153260921,0,4
277,647.2,3,2023/03/06 05:00:00+00,4,558.349532938053,11582.8235350868,0,4
278,666.6,3,2023/03/06 05:00:00+00,4,637.36642030795,16552.7562879942,662,4
279,519.8,3,2023/03/06 05:00:00+00,4,515.536908258118,11410.1446872599,3100,4
280,603.1,3,2023/03/06 05:00:00+00,4,630.838099737801,14820.8112848357,0,4
281,655.1,3,2023/03/06 05:00:00+00,4,558.290485369986,20956.2288011771,0,4
282,517.8,3,2023/03/06 05:00:00+00,4,123.680300442694,1040.04674175764,0,4
283,587.7,3,2023/03/06 05:00:00+00,4,369.725120439299,9408.70560730911,0,4
284,471.3,3,2023/03/06 05:00:00+00,4,1598.57763841338,121912.276684257,0,4
285,748.7,3,2023/03/06 05:00:00+00,4,2066.63587094501,150602.561743804,0,4
286,592.9,3,2023/03/06 05:00:00+00,4,366.6650609575,6668.39975144485,0,4
287,546.6,3,2023/03/06 05:00:00+00,4,350.27697388332,7723.73508612678,0,4
288,613.1,3,2023/03/06 05:00:00+00,4,966.261815742407,32825.5284695954,0,4
289,618.2,3,2023/03/06 05:00:00+00,4,201.988082764871,1491.17066104168,0,4
290,701.3,3,2023/03/06 05:00:00+00,4,709.153491381761,31067.0308753502,0,4
291,623.8,3,2023/03/06 05:00:00+00,4,421.270360124775,10654.4500984023,0,4
292,626.7,3,2023/03/06 05:00:00+00,4,528.74817635634,17885.2643777962,0,4
293,653.6,3,2023/03/06 05:00:00+00,4,630.30068788524,26993.8082627671,0,4
294,631.1,3,2023/03/06 05:00:00+00,4,265.915095446608,3066.40789721964,0,4
295,547.4,3,2023/03/06 05:00:00+00,4,608.780103374744,19794.6670903848,0,4
296,665.1,3,2023/03/06 05:00:00+00,4,804.192310226608,48646.6076760679,0,4
297,653.6,3,2023/03/06 05:00:00+00,4,415.842053929405,11281.47203193,0,4
298,518.8,3,2023/03/06 05:00:00+00,4,376.164065670879,10042.1475043376,0,4
299,546.9,3,2023/03/06 05:00:00+00,4,360.994731316408,9697.6648237065,0,4
300,543.1,3,2023/03/06 05:00:00+00,4,290.526548342632,6340.56470010247,0,4
301,503.5,3,2023/03/06 05:00:00+00,4,833.894681922065,36053.4012352069,0,4
302,855.8,3,2023/03/06 05:00:00+00,4,607.990342206567,22125.5889630751,0,4
303,516.1,3,2023/03/06 05:00:00+00,4,521.634624108209,15253.2311753942,0,4
304,582.5,3,2023/03/06 05:00:00+00,4,1473.16238482704,80602.7946751706,0,4
305,532.5,3,2023/03/06 05:00:00+00,4,291.796545088457,6343.89623444662,0,4
306,523.2,3,2023/03/06 05:00:00+00,4,1656.36630883498,62276.19654038,0,4
307,606.1,3,2023/03/06 05:00:00+00,4,272.402899309214,4961.86392934839,0,4
308,705.3,3,2023/03/06 05:00:00+00,4,185.438081252295,2383.34917519533,0,4
309,571.1,3,2023/03/06 05:00:00+00,4,2965.53296174947,225431.076793698,0,4
310,493.1,3,2023/03/06 05:00:00+00,4,515.983771718567,15996.3849204138,0,4
311,607.2,3,2023/03/06 05:00:00+00,4,800.75061348305,32251.089001082,0,4
312,714.9,3,2023/03/06 05:00:00+00,4,509.85131295506,18760.3470024151,0,4
313,469.1,3,2023/03/06 05:00:00+00,4,984.66571903711,53337.1158634454,0,4
314,590.5,3,2023/03/06 05:00:00+00,4,367.173111662352,10331.486758385,0,4
315,498.1,3,2023/03/06 05:00:00+00,4,5255.33581593788,849564.823264604,0,4
