OBJECTID,EY_PLA_ID,EMISSIONSYEAR,CPL_SHORT_NAME,EMISSION_VALUE,PLA_ICIS_ID,PLA_NAME,PLA_REG_NUM,CPL_POLLUTANT_NAME
10974,36087,2024,BZ,0.0543410325,VA0000005106100061,Dominion - Remington CT Station,40961,Benzene
10975,36087,2024,PM,18.7148089,VA0000005106100061,Dominion - Remington CT Station,40961,Particulate Matter
10976,36087,2024,VOC,9.01807235,VA0000005106100061,Dominion - Remington CT Station,40961,Volatile Organic Compounds
10977,36087,2024,SO2,5.00204025,VA0000005106100061,Dominion - Remington CT Station,40961,Sulfur Dioxide
10978,36087,2024,CO,9.011239995,VA0000005106100061,Dominion - Remington CT Station,40961,Carbon Monoxide
10979,36087,2024,PB,0.001224298,VA0000005106100061,Dominion - Remington CT Station,40961,Lead
10980,36087,2024,PM 10,18.82563545,VA0000005106100061,Dominion - Remington CT Station,40961,Particulate Matter 10
10981,36087,2024,PM 2.5,18.82563545,VA0000005106100061,Dominion - Remington CT Station,40961,Particulate Matter 2.5
10982,36087,2024,FORM,2.96195703,VA0000005106100061,Dominion - Remington CT Station,40961,Formaldehyde
10983,36088,2024,NOX,137.8785995,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Nitrogen Oxide
10984,36088,2024,BZ,0.0566293775,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Benzene
10985,36088,2024,PM,24.362796,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Particulate Matter
10986,36088,2024,VOC,8.559803525,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Volatile Organic Compounds
10987,36088,2024,NH3,0.039072,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Ammonia
10988,36088,2024,SO2,6.8877735,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Sulfur Dioxide
10989,36088,2024,CO,5.6664171675,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Carbon Monoxide
10990,36088,2024,PB,0.00242674,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Lead
10991,36088,2024,PM 10,24.3657495,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Particulate Matter 10
10992,36088,2024,PM 2.5,24.3657495,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Particulate Matter 2.5
10993,36088,2024,FORM,2.83730745,VA0000005103300040,Dominion - Ladysmith CT Station,40960,Formaldehyde
10994,36098,2024,PM,0,VA0000005117311347,Cardinal Stone Co-Bear Creek-11347P,11347,Particulate Matter
10995,36098,2024,PM 10,0,VA0000005117311347,Cardinal Stone Co-Bear Creek-11347P,11347,Particulate Matter 10
10996,36112,2024,NOX,0.08595,VA0000005159000147,Wrenn-Yeatts Inc,31036,Nitrogen Oxide
10997,36112,2024,PM,0.20055,VA0000005159000147,Wrenn-Yeatts Inc,31036,Particulate Matter
10998,36112,2024,VOC,0.08595,VA0000005159000147,Wrenn-Yeatts Inc,31036,Volatile Organic Compounds
10999,36112,2024,SO2,0.071625,VA0000005159000147,Wrenn-Yeatts Inc,31036,Sulfur Dioxide
11000,36112,2024,CO,0.2865,VA0000005159000147,Wrenn-Yeatts Inc,31036,Carbon Monoxide
11001,36112,2024,PM 10,0.134655,VA0000005159000147,Wrenn-Yeatts Inc,31036,Particulate Matter 10
11002,36112,2024,PM 2.5,0.134655,VA0000005159000147,Wrenn-Yeatts Inc,31036,Particulate Matter 2.5
11003,36112,2024,HCL,0.2865,VA0000005159000147,Wrenn-Yeatts Inc,31036,Hydrochloric acid (hydrogen chloride [gas only])
11004,36114,2024,NOX,0,VA0000005105111351,Range Resources Pine Mtn Inc Wampler 2,11351,Nitrogen Oxide
11005,36114,2024,VOC,0,VA0000005105111351,Range Resources Pine Mtn Inc Wampler 2,11351,Volatile Organic Compounds
11006,36114,2024,CO,0,VA0000005105111351,Range Resources Pine Mtn Inc Wampler 2,11351,Carbon Monoxide
11007,36114,2024,FORM,0,VA0000005105111351,Range Resources Pine Mtn Inc Wampler 2,11351,Formaldehyde
11008,36116,2024,NOX,0.0184,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Nitrogen Oxide
11009,36116,2024,PM,0.231010443,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Particulate Matter
11010,36116,2024,VOC,0.0003128,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Volatile Organic Compounds
11011,36116,2024,SO2,0.78384,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Sulfur Dioxide
11012,36116,2024,CO,0.0046,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Carbon Monoxide
11013,36116,2024,PM 10,0.106840732,VA0000005108500086,Essex Concrete Corporation - Doswell Plant,51313,Particulate Matter 10
11014,36120,2024,NOX,1.9002097,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Nitrogen Oxide
11015,36120,2024,PM,0.1641775,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Particulate Matter
11016,36120,2024,VOC,0.1240023,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Volatile Organic Compounds
11017,36120,2024,SO2,0.1533611,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Sulfur Dioxide
11018,36120,2024,CO,0.1108681,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Carbon Monoxide
11019,36120,2024,PM 10,0.1641775,VA0000005117700099,Rappahannock Electric Coop Thornburg Middle Sch,40980,Particulate Matter 10
11020,37354,2024,NOX,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Nitrogen Oxide
11021,37354,2024,PM,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Particulate Matter
11022,37354,2024,VOC,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Volatile Organic Compounds
11023,37354,2024,SO2,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Sulfur Dioxide
11024,37354,2024,CO,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Carbon Monoxide
11025,37354,2024,PM 10,0,VA0000005115300145,"Holcim-MAR, Inc",73103,Particulate Matter 10
11026,37356,2024,PM,0.108207,VA0000005106721367,Rockydale - FMC GAUP Portable Screen,21367,Particulate Matter
11027,37356,2024,PM 10,0.0108207,VA0000005106721367,Rockydale - FMC GAUP Portable Screen,21367,Particulate Matter 10
11028,37356,2024,PM 2.5,0.0108207,VA0000005106721367,Rockydale - FMC GAUP Portable Screen,21367,Particulate Matter 2.5
11029,37359,2024,NOX,0,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Nitrogen Oxide
11030,37359,2024,PM,0.245221515,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Particulate Matter
11031,37359,2024,VOC,0,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Volatile Organic Compounds
11032,37359,2024,SO2,0,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Sulfur Dioxide
11033,37359,2024,CO,0,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Carbon Monoxide
11034,37359,2024,PM 10,0.0444241875,VA0000005101500139,Titan America LLC dba DM Conner LLC,81368,Particulate Matter 10
11035,37564,2024,NOX,1.90022,VA0000005105900763,Freddie Mac Corporation,73105,Nitrogen Oxide
11036,37564,2024,VOC,0.045982,VA0000005105900763,Freddie Mac Corporation,73105,Volatile Organic Compounds
11037,37564,2024,SO2,0.638208,VA0000005105900763,Freddie Mac Corporation,73105,Sulfur Dioxide
11038,37564,2024,CO,0.123542,VA0000005105900763,Freddie Mac Corporation,73105,Carbon Monoxide
11039,37564,2024,PM 10,0.03601,VA0000005105900763,Freddie Mac Corporation,73105,Particulate Matter 10
11040,37566,2024,PERC,0.50625,VA0000005170000128,Jefferson Cleaner,61368,Tetrachloroethylene (Perchloroethylene)
11041,37587,2024,PM 10,0.2700995868,VA0000005105100083,The Wells Group LLC,11355,Particulate Matter 10
11042,37588,2024,NOX,0.073725,VA0000005177000233,B & B K-9 Kennels,21370,Nitrogen Oxide
11043,37588,2024,PM,0.0457303125,VA0000005177000233,B & B K-9 Kennels,21370,Particulate Matter
11044,37588,2024,VOC,0.073725,VA0000005177000233,B & B K-9 Kennels,21370,Volatile Organic Compounds
11045,37588,2024,SO2,0.0614375,VA0000005177000233,B & B K-9 Kennels,21370,Sulfur Dioxide
11046,37588,2024,CO,0.014556205,VA0000005177000233,B & B K-9 Kennels,21370,Carbon Monoxide
11047,37588,2024,PM 10,0.0457303125,VA0000005177000233,B & B K-9 Kennels,21370,Particulate Matter 10
11048,37588,2024,PM 2.5,0.0457303125,VA0000005177000233,B & B K-9 Kennels,21370,Particulate Matter 2.5
11049,37588,2024,HCL,0.24575,VA0000005177000233,B & B K-9 Kennels,21370,Hydrochloric acid (hydrogen chloride [gas only])
11050,37591,2024,PM,0.06356133,VA0000005117100085,Rockingham Redi-Mix Inc - Strasburg,81369,Particulate Matter
11051,37591,2024,PM 10,0.06356133,VA0000005117100085,Rockingham Redi-Mix Inc - Strasburg,81369,Particulate Matter 10
11052,37646,2024,NOX,0.080115,VA0000005106700055,Lyle's Pet Cremations,21371,Nitrogen Oxide
11053,37646,2024,PM,0.305025,VA0000005106700055,Lyle's Pet Cremations,21371,Particulate Matter
11054,37646,2024,SO2,0.0667625,VA0000005106700055,Lyle's Pet Cremations,21371,Sulfur Dioxide
11055,37646,2024,CO,0.43575,VA0000005106700055,Lyle's Pet Cremations,21371,Carbon Monoxide
11056,37646,2024,PM 10,0.2048025,VA0000005106700055,Lyle's Pet Cremations,21371,Particulate Matter 10
11057,37646,2024,PM 2.5,0.2048025,VA0000005106700055,Lyle's Pet Cremations,21371,Particulate Matter 2.5
11058,37646,2024,HCL,0.26705,VA0000005106700055,Lyle's Pet Cremations,21371,Hydrochloric acid (hydrogen chloride [gas only])
11059,37653,2024,NOX,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Nitrogen Oxide
11060,37653,2024,PM,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Particulate Matter
11061,37653,2024,VOC,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Volatile Organic Compounds
11062,37653,2024,SO2,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Sulfur Dioxide
11063,37653,2024,CO,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Carbon Monoxide
11064,37653,2024,PM 10,0,VA0000005116381371,Rockbridge Stone Products Portable 81371,81371,Particulate Matter 10
11065,37654,2024,PM,0.028400625,VA0000005116500159,Rockingham Redi-Mix Inc - Concrete Plant,81372,Particulate Matter
11066,37654,2024,PM 10,0.028400625,VA0000005116500159,Rockingham Redi-Mix Inc - Concrete Plant,81372,Particulate Matter 10
11067,37660,2024,NOX,0,VA0000005114331038,Mark Twain Redi-Mix Incorporated,31038,Nitrogen Oxide
11068,37660,2024,PM,0,VA0000005114331038,Mark Twain Redi-Mix Incorporated,31038,Particulate Matter
11069,37660,2024,PM 10,0,VA0000005114331038,Mark Twain Redi-Mix Incorporated,31038,Particulate Matter 10
11070,37662,2024,NOX,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Nitrogen Oxide
11071,37662,2024,PM,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Particulate Matter
11072,37662,2024,VOC,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Volatile Organic Compounds
11073,37662,2024,SO2,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Sulfur Dioxide
11074,37662,2024,CO,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Carbon Monoxide
11075,37662,2024,PM 10,0,VA0000005116381373,Rockbridge Stone Products Portable 81373,81373,Particulate Matter 10
11076,37670,2024,NOX,0.874869,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Nitrogen Oxide
11077,37670,2024,PM,0.3668744572,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Particulate Matter
11078,37670,2024,VOC,0.090903,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Volatile Organic Compounds
11079,37670,2024,SO2,0.05746575,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Sulfur Dioxide
11080,37670,2024,CO,0.1884645,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Carbon Monoxide
11081,37670,2024,PM 10,0.1403733609,VA0000005116381374,Rockbridge Stone Products  Portable 81374,81374,Particulate Matter 10
11082,37671,2024,NOX,0.83,VA0000005165000099,Creative Cremation Resources,61380,Nitrogen Oxide
11083,37671,2024,VOC,0.089291,VA0000005165000099,Creative Cremation Resources,61380,Volatile Organic Compounds
11084,37671,2024,SO2,0.00498,VA0000005165000099,Creative Cremation Resources,61380,Sulfur Dioxide
11085,37671,2024,CO,0.6972,VA0000005165000099,Creative Cremation Resources,61380,Carbon Monoxide
11086,37671,2024,PM 10,0.06844082,VA0000005165000099,Creative Cremation Resources,61380,Particulate Matter 10
11087,37690,2024,NOX,0.307615,VA0000005110511357,W-L Construction - Woodway Plant,11357,Nitrogen Oxide
11088,37690,2024,P-PT,0.000156604,VA0000005110511357,W-L Construction - Woodway Plant,11357,Phosphorus
11089,37690,2024,QUNN,0.00089488,VA0000005110511357,W-L Construction - Woodway Plant,11357,Quinone
11090,37690,2024,PM,0.19254225,VA0000005110511357,W-L Construction - Woodway Plant,11357,Particulate Matter
11091,37690,2024,VOC,0.178976,VA0000005110511357,W-L Construction - Woodway Plant,11357,Volatile Organic Compounds
11092,37690,2024,SO2,0.324394,VA0000005110511357,W-L Construction - Woodway Plant,11357,Sulfur Dioxide
11093,37690,2024,CO,0.72709,VA0000005110511357,W-L Construction - Woodway Plant,11357,Carbon Monoxide
11094,37690,2024,PM 10,0.06398512,VA0000005110511357,W-L Construction - Woodway Plant,11357,Particulate Matter 10
11095,37690,2024,FORM,0.0173383,VA0000005110511357,W-L Construction - Woodway Plant,11357,Formaldehyde
11096,37704,2024,NOX,52.8129,VA0000005113500037,ArborTech Forest Products Inc,31039,Nitrogen Oxide
11097,37704,2024,BZ,0.593943,VA0000005113500037,ArborTech Forest Products Inc,31039,Benzene
11098,37704,2024,STYR,0.2686885,VA0000005113500037,ArborTech Forest Products Inc,31039,Styrene
11099,37704,2024,ACREN,0.3634835,VA0000005113500037,ArborTech Forest Products Inc,31039,Acrolein
11100,37704,2024,PM,73.6185,VA0000005113500037,ArborTech Forest Products Inc,31039,Particulate Matter
11101,37704,2024,VOC,142.07442,VA0000005113500037,ArborTech Forest Products Inc,31039,Volatile Organic Compounds
11102,37704,2024,SO2,4.1915,VA0000005113500037,ArborTech Forest Products Inc,31039,Sulfur Dioxide
11103,37704,2024,CO,70.7075,VA0000005113500037,ArborTech Forest Products Inc,31039,Carbon Monoxide
11104,37704,2024,CL,0.11171785,VA0000005113500037,ArborTech Forest Products Inc,31039,Chlorine
11105,37704,2024,PB,0.00678792,VA0000005113500037,ArborTech Forest Products Inc,31039,Lead
11106,37704,2024,PM 10,42.4245,VA0000005113500037,ArborTech Forest Products Inc,31039,Particulate Matter 10
11107,37704,2024,PM 2.5,19.373855,VA0000005113500037,ArborTech Forest Products Inc,31039,Particulate Matter 2.5
11108,37704,2024,FORM,1.155564,VA0000005113500037,ArborTech Forest Products Inc,31039,Formaldehyde
11109,37704,2024,HCL,2.686885,VA0000005113500037,ArborTech Forest Products Inc,31039,Hydrochloric acid (hydrogen chloride [gas only])
11110,37704,2024,MTHOL,8.41033,VA0000005113500037,ArborTech Forest Products Inc,31039,Methanol
11111,37709,2024,NOX,1.777095,VA0000005116900063,Fuller Asphalt Material LLC,11361,Nitrogen Oxide
11112,37709,2024,PM,0.168405885,VA0000005116900063,Fuller Asphalt Material LLC,11361,Particulate Matter
11113,37709,2024,VOC,0.0857187,VA0000005116900063,Fuller Asphalt Material LLC,11361,Volatile Organic Compounds
11114,37709,2024,SO2,0.919908,VA0000005116900063,Fuller Asphalt Material LLC,11361,Sulfur Dioxide
11115,37709,2024,CO,0.7212915,VA0000005116900063,Fuller Asphalt Material LLC,11361,Carbon Monoxide
11116,37709,2024,PM 10,0.049215078,VA0000005116900063,Fuller Asphalt Material LLC,11361,Particulate Matter 10
11117,37715,2024,PM,0.0349783,VA0000005107300035,Hogg Funeral Home,40988,Particulate Matter
11118,37715,2024,CO,0.02247,VA0000005107300035,Hogg Funeral Home,40988,Carbon Monoxide
11119,37715,2024,PM 10,0.022735895,VA0000005107300035,Hogg Funeral Home,40988,Particulate Matter 10
11120,37715,2024,PM 2.5,0.022735895,VA0000005107300035,Hogg Funeral Home,40988,Particulate Matter 2.5
11121,37716,2024,NOX,102.464,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Nitrogen Oxide
11122,37716,2024,VOC,9.21944,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Volatile Organic Compounds
11123,37716,2024,SO2,3.024,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Sulfur Dioxide
11124,37716,2024,CO,105.787,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Carbon Monoxide
11125,37716,2024,PB,0.00043225,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Lead
11126,37716,2024,PM 10,40.975,VA0000005110900050,Old Dominion Electric Cooperative - Louisa,40989,Particulate Matter 10
11127,37720,2024,NOX,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Nitrogen Oxide
11128,37720,2024,PM,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Particulate Matter
11129,37720,2024,VOC,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Volatile Organic Compounds
11130,37720,2024,SO2,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Sulfur Dioxide
11131,37720,2024,CO,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Carbon Monoxide
11132,37720,2024,PM 10,0,VA0000005180061381,Vulcan Construction Materials LLC - Portable 61381,61381,Particulate Matter 10
11133,37761,2024,NOX,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Nitrogen Oxide
11134,37761,2024,PM,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Particulate Matter
11135,37761,2024,VOC,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Volatile Organic Compounds
11136,37761,2024,SO2,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Sulfur Dioxide
11137,37761,2024,CO,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Carbon Monoxide
11138,37761,2024,PM 10,0,VA0000005110773144,Atlantic Contracting and Material Company,73144,Particulate Matter 10
11139,37764,2024,PM,0.000162,VA0000005165000101,Craft Machine Works Incorporated - 48th Street,61398,Particulate Matter
11140,37764,2024,VOC,0.243,VA0000005165000101,Craft Machine Works Incorporated - 48th Street,61398,Volatile Organic Compounds
11141,37764,2024,PM 10,8.1e-05,VA0000005165000101,Craft Machine Works Incorporated - 48th Street,61398,Particulate Matter 10
11142,37782,2024,VOC,0.004,VA0000005176000477,Custom Woodwork Inc,51947,Volatile Organic Compounds
11143,37785,2024,NOX,5.527355,VA0000005110701042,21110 Ridgetop Circle LLC,73160,Nitrogen Oxide
11144,37785,2024,VOC,0.162275,VA0000005110701042,21110 Ridgetop Circle LLC,73160,Volatile Organic Compounds
11145,37785,2024,SO2,0.2168,VA0000005110701042,21110 Ridgetop Circle LLC,73160,Sulfur Dioxide
11146,37785,2024,CO,0.596985,VA0000005110701042,21110 Ridgetop Circle LLC,73160,Carbon Monoxide
11147,37785,2024,PM 10,0.08928,VA0000005110701042,21110 Ridgetop Circle LLC,73160,Particulate Matter 10
11148,37797,2024,NOX,0,VA0000005103300041,Chenault Veterinary Service,40990,Nitrogen Oxide
11149,37797,2024,PM,0,VA0000005103300041,Chenault Veterinary Service,40990,Particulate Matter
11150,37797,2024,VOC,0,VA0000005103300041,Chenault Veterinary Service,40990,Volatile Organic Compounds
11151,37797,2024,SO2,0,VA0000005103300041,Chenault Veterinary Service,40990,Sulfur Dioxide
11152,37797,2024,CO,0,VA0000005103300041,Chenault Veterinary Service,40990,Carbon Monoxide
11153,37797,2024,PM 10,0,VA0000005103300041,Chenault Veterinary Service,40990,Particulate Matter 10
11154,37798,2024,PM,0.03375,VA0000005116121375,Rockydale Quarries - Scalping Plant,21375,Particulate Matter
11155,37798,2024,PM 10,0.003375,VA0000005116121375,Rockydale Quarries - Scalping Plant,21375,Particulate Matter 10
11156,37798,2024,PM 2.5,0.003375,VA0000005116121375,Rockydale Quarries - Scalping Plant,21375,Particulate Matter 2.5
11157,37811,2024,NOX,6.77508,VA0000005110700814,22810-22860 International Drive LLC,73158,Nitrogen Oxide
11158,37811,2024,VOC,0.09895,VA0000005110700814,22810-22860 International Drive LLC,73158,Volatile Organic Compounds
11159,37811,2024,SO2,0.63575,VA0000005110700814,22810-22860 International Drive LLC,73158,Sulfur Dioxide
11160,37811,2024,CO,0.4824628,VA0000005110700814,22810-22860 International Drive LLC,73158,Carbon Monoxide
11161,37811,2024,PM 10,0.07665,VA0000005110700814,22810-22860 International Drive LLC,73158,Particulate Matter 10
11162,37814,2024,PM,2.17242,VA0000005113500038,Colonial Forest Products,31043,Particulate Matter
11163,37814,2024,PM 10,2.17242,VA0000005113500038,Colonial Forest Products,31043,Particulate Matter 10
11164,37823,2024,PM,0.0207197937,VA0000005110700816,Jefferson Millwork and Design,73161,Particulate Matter
11165,37823,2024,VOC,8.824875,VA0000005110700816,Jefferson Millwork and Design,73161,Volatile Organic Compounds
11166,37823,2024,PM 10,0.0400896,VA0000005110700816,Jefferson Millwork and Design,73161,Particulate Matter 10
11167,37824,2024,NOX,2.2252892,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Nitrogen Oxide
11168,37824,2024,VOC,0.09701082,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Volatile Organic Compounds
11169,37824,2024,SO2,0.185074096,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Sulfur Dioxide
11170,37824,2024,CO,1.0053598,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Carbon Monoxide
11171,37824,2024,PM 10,0.07316298,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Particulate Matter 10
11172,37824,2024,PM 2.5,0.0211356,VA0000005105900817,"Digital Realty - Lemur Properties, LLC (VA3)",73162,Particulate Matter 2.5
11173,37825,2024,VOC,0.742037,VA0000005118500141,Charlatte of America,11365,Volatile Organic Compounds
11174,37825,2024,PM 10,0.03343837,VA0000005118500141,Charlatte of America,11365,Particulate Matter 10
11175,37830,2024,NOX,0.3384,VA0000005171000272,American Stripping Company,61365,Nitrogen Oxide
11176,37830,2024,PM,0.02251528,VA0000005171000272,American Stripping Company,61365,Particulate Matter
11177,37830,2024,VOC,2.86,VA0000005171000272,American Stripping Company,61365,Volatile Organic Compounds
11178,37830,2024,CO,0.144,VA0000005171000272,American Stripping Company,61365,Carbon Monoxide
11179,37830,2024,PM 10,0.01056432,VA0000005171000272,American Stripping Company,61365,Particulate Matter 10
11180,37833,2024,PM,2.5189893,VA0000005113900030,"EMCO Enterprises, Inc.",81379,Particulate Matter
11181,37833,2024,PM 10,2.5189893,VA0000005113900030,"EMCO Enterprises, Inc.",81379,Particulate Matter 10
11182,37837,2024,VOC,0,VA0000005181000116,Bay Mechanical Incorporated,61401,Volatile Organic Compounds
11183,37837,2024,PM 10,0,VA0000005181000116,Bay Mechanical Incorporated,61401,Particulate Matter 10
11184,37846,2024,PM,0.74886147,VA0000005103300042,Luck Stone - Caroline Plant,40993,Particulate Matter
11185,37846,2024,PM 10,0.32094063,VA0000005103300042,Luck Stone - Caroline Plant,40993,Particulate Matter 10
11186,37846,2024,PM 2.5,0,VA0000005103300042,Luck Stone - Caroline Plant,40993,Particulate Matter 2.5
11187,37854,2024,NOX,3.09,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Nitrogen Oxide
11188,37854,2024,VOC,36.78,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Volatile Organic Compounds
11189,37854,2024,TNMOC,36.62,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Total Non-methane Org Cmpds
11190,37854,2024,SO2,0.68,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Sulfur Dioxide
11191,37854,2024,TRS,0.79,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Total reduced sulfur
11192,37854,2024,CO,12.74,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Carbon Monoxide
11193,37854,2024,PM 10,0.76,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Particulate Matter 10
11194,37854,2024,PM 2.5,0.76,VA0000005117900050,Rappahannock Regional Solid Waste Management Board,40946,Particulate Matter 2.5
11195,37857,2024,NOX,114.068287743,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Nitrogen Oxide
11196,37857,2024,PM,39.224684046,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Particulate Matter
11197,37857,2024,VOC,2.702040055,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Volatile Organic Compounds
11198,37857,2024,NH3,7.489581675,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Ammonia
11199,37857,2024,SO2,10.9000174745,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Sulfur Dioxide
11200,37857,2024,CO,65.1023531115,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Carbon Monoxide
11201,37857,2024,PB,0,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Lead
11202,37857,2024,PM 10,39.2822132345,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Particulate Matter 10
11203,37857,2024,PM 2.5,30.5318577285,VA0000005106500021,"Tenaska Virginia Partners, L.P.",40995,Particulate Matter 2.5
11204,37862,2024,NOX,0,VA0000005102711367,CNX Gas Co LLC- V39-Skid 98-298- 11367P,11367,Nitrogen Oxide
11205,37862,2024,VOC,0,VA0000005102711367,CNX Gas Co LLC- V39-Skid 98-298- 11367P,11367,Volatile Organic Compounds
11206,37862,2024,CO,0,VA0000005102711367,CNX Gas Co LLC- V39-Skid 98-298- 11367P,11367,Carbon Monoxide
11207,37868,2024,NOX,0.1066,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Nitrogen Oxide
11208,37868,2024,PM,0.00078,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Particulate Matter
11209,37868,2024,VOC,0.0026,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Volatile Organic Compounds
11210,37868,2024,SO2,0.0156,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Sulfur Dioxide
11211,37868,2024,CO,0.0078,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Carbon Monoxide
11212,37868,2024,PM 10,0.00078,VA0000005105900819,RREEF America REIT II Corp. VVV,73170,Particulate Matter 10
11213,37871,2024,TOLU,0.0277536,VA0000005116100252,Packaging Corporation of America,21378,Toluene
11214,37871,2024,VA,0.3132864,VA0000005116100252,Packaging Corporation of America,21378,Vinyl acetate
11215,37871,2024,VOC,1.286647,VA0000005116100252,Packaging Corporation of America,21378,Volatile Organic Compounds
11216,37871,2024,ACETA,0.0178752,VA0000005116100252,Packaging Corporation of America,21378,Acetaldehyde
11217,37871,2024,ETGYL,0,VA0000005116100252,Packaging Corporation of America,21378,Ethylene glycol
11218,37871,2024,FORM,0.0780864,VA0000005116100252,Packaging Corporation of America,21378,Formaldehyde
11219,37874,2024,PM,0.0057736,VA0000005117300112,Seaver-Brown Funeral Home Inc.,11368,Particulate Matter
